,ID,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto
7951,7952,F,Aviao,6,4,306,4,baixa,F,8,1465,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7952,7953,A,Aviao,6,5,276,4,baixa,M,9,1319,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7953,7954,B,Aviao,3,2,183,5,baixa,M,3,1336,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7954,7955,C,Aviao,5,1,239,5,baixa,F,7,1859,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7955,7956,F,Aviao,7,3,285,4,baixa,M,10,1935,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7956,7957,D,Aviao,5,5,229,6,baixa,F,6,1857,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7957,7958,F,Aviao,7,5,308,5,media,M,6,1154,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7958,7959,A,Aviao,6,2,293,4,baixa,F,7,1477,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7959,7960,B,Aviao,6,4,247,4,baixa,M,7,1831,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7960,7961,C,Aviao,6,1,260,5,baixa,F,3,1434,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7961,7962,F,Aviao,7,1,308,4,media,M,5,1705,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7962,7963,D,Aviao,5,3,274,6,media,M,7,1293,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7963,7964,F,Navio,5,1,236,6,baixa,M,4,1123,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7964,7965,A,Navio,7,1,291,4,media,F,1,1796,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7965,7966,B,Navio,5,4,223,3,media,M,7,5738,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7966,7967,C,Navio,4,4,261,2,media,M,8,5006,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7967,7968,F,Navio,4,1,248,2,baixa,F,6,5621,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7968,7969,D,Navio,4,5,169,4,baixa,F,6,4213,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7969,7970,F,Navio,3,2,188,6,media,F,1,4856,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7970,7971,A,Navio,3,1,142,4,media,M,7,4780,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7971,7972,B,Navio,4,1,208,2,baixa,M,6,5266,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7972,7973,C,Navio,4,3,239,2,media,F,7,5384,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7973,7974,F,Navio,5,3,218,5,baixa,F,9,4435,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7974,7975,D,Navio,4,5,137,3,media,M,1,4861,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7975,7976,F,Navio,4,3,97,6,baixa,F,4,4375,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7977,7978,B,Navio,4,1,153,7,media,F,4,5761,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7978,7979,C,Navio,3,4,188,5,baixa,F,3,4835,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7979,7980,F,Navio,4,4,272,2,baixa,M,7,4042,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7980,7981,D,Navio,2,4,165,3,media,M,7,5856,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7981,7982,F,Navio,4,4,218,2,media,M,3,5039,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7982,7983,A,Navio,4,4,153,4,baixa,M,5,5162,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7983,7984,B,Navio,6,3,250,2,media,F,1,4747,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7984,7985,C,Navio,4,2,204,8,baixa,F,1,4038,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7986,7987,D,Navio,4,1,233,7,media,M,7,4272,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7987,7988,F,Navio,4,2,225,8,baixa,F,8,5623,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7989,7990,B,Navio,4,1,173,4,baixa,F,1,5789,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7990,7991,C,Navio,4,3,145,3,baixa,F,5,5802,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7991,7992,F,Navio,4,5,242,2,media,F,2,4806,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7992,7993,D,Navio,3,2,255,7,media,M,2,5282,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7993,7994,F,Navio,4,2,254,7,baixa,F,6,5121,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7994,7995,A,Navio,4,5,150,3,alta,F,10,5767,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7995,7996,B,Navio,4,1,201,8,media,M,4,4295,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
7996,7997,C,Navio,5,3,262,5,baixa,F,8,1493,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7997,7998,F,Navio,6,1,306,4,baixa,F,4,1449,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7998,7999,D,Navio,6,4,276,4,baixa,F,2,1120,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
7999,8000,F,Navio,3,2,183,5,baixa,F,2,1158,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8000,8001,A,Navio,5,2,239,5,baixa,M,1,1518,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8001,8002,B,Navio,7,2,285,4,baixa,M,2,1491,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8002,8003,C,Navio,5,4,229,6,baixa,F,9,1733,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8003,8004,F,Navio,7,3,308,5,media,M,10,1152,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8004,8005,D,Navio,6,4,293,4,baixa,F,8,1145,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8005,8006,F,Navio,6,3,247,4,baixa,F,6,1537,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8006,8007,A,Navio,6,3,260,5,baixa,M,8,1324,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8007,8008,B,Navio,7,1,308,4,media,M,7,1841,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8008,8009,C,Navio,6,2,282,4,baixa,M,1,1857,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8009,8010,F,Navio,6,4,268,4,media,F,3,1586,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8010,8011,D,Navio,5,3,238,5,alta,M,7,1848,0,Atraso Crítico,Atraso Crítico na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8011,8012,F,Navio,5,3,254,6,baixa,M,7,1064,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8012,8013,A,Navio,5,3,252,5,baixa,M,3,1474,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8013,8014,B,Navio,6,4,254,4,baixa,M,9,1594,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8014,8015,C,Navio,4,1,263,5,baixa,M,8,1426,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8015,8016,F,Navio,5,4,256,5,baixa,M,6,1551,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8016,8017,D,Navio,6,5,264,4,media,M,8,1755,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8017,8018,F,Navio,4,5,237,5,baixa,M,2,1357,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8018,8019,A,Navio,4,1,226,5,media,M,6,1510,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8019,8020,B,Navio,7,5,289,4,baixa,M,3,1656,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8020,8021,C,Navio,7,4,281,4,baixa,M,9,1970,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8021,8022,F,Navio,5,1,258,5,baixa,F,4,1032,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8022,8023,D,Navio,6,2,263,4,baixa,F,8,1635,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8023,8024,F,Navio,5,3,245,5,baixa,F,2,1937,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8024,8025,A,Navio,7,3,296,4,media,M,8,1826,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8025,8026,B,Navio,7,3,286,4,baixa,F,5,1866,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8026,8027,C,Navio,6,3,252,2,baixa,M,1,1756,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8027,8028,F,Navio,6,5,301,4,baixa,F,7,1393,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8028,8029,D,Navio,7,1,290,4,baixa,M,4,1488,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8029,8030,F,Navio,7,1,247,4,media,M,6,1297,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8030,8031,A,Navio,5,5,238,6,baixa,F,3,1965,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8031,8032,B,Navio,5,2,263,5,media,F,10,1059,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8032,8033,C,Navio,5,2,263,4,baixa,M,3,1740,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8033,8034,F,Navio,5,2,248,5,baixa,F,3,1046,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8034,8035,D,Navio,7,2,289,5,baixa,M,1,1178,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8035,8036,F,Navio,4,4,256,5,alta,M,1,1927,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8036,8037,A,Navio,6,2,287,4,baixa,F,7,1837,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8037,8038,B,Navio,4,2,250,5,media,M,10,1026,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8038,8039,C,Navio,7,3,301,4,media,M,1,1966,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8039,8040,F,Navio,4,1,245,5,baixa,F,3,1537,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8040,8041,D,Navio,4,5,226,5,media,M,8,1133,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8041,8042,F,Navio,6,2,272,5,baixa,M,8,1045,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8042,8043,A,Navio,3,3,307,5,baixa,F,3,1578,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8043,8044,B,Navio,6,1,138,3,baixa,M,6,1604,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8044,8045,C,Navio,5,1,248,5,baixa,F,8,1810,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8045,8046,F,Navio,5,1,307,4,baixa,M,8,1511,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8046,8047,D,Navio,6,2,256,4,baixa,F,6,1507,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8047,8048,F,Navio,6,5,301,5,baixa,M,8,1443,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8048,8049,A,Navio,7,3,245,4,media,F,10,1610,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8049,8050,B,Navio,2,2,168,2,media,F,2,1227,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8050,8051,C,Navio,6,1,295,4,baixa,M,10,1600,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8051,8052,F,Navio,6,4,299,4,baixa,M,9,1527,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8052,8053,D,Navio,6,4,253,4,media,M,9,1488,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8053,8054,F,Navio,7,4,269,4,media,M,5,1073,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8054,8055,A,Navio,5,1,267,5,media,F,10,1818,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8055,8056,B,Navio,3,5,212,3,media,M,7,4411,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8056,8057,C,Caminhao,5,3,258,3,media,F,1,5719,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8057,8058,F,Caminhao,4,3,136,3,baixa,M,6,4911,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8058,8059,D,Caminhao,3,1,101,2,media,F,1,5560,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8059,8060,F,Caminhao,5,2,191,4,baixa,F,3,5578,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8060,8061,A,Caminhao,5,5,186,4,baixa,M,3,4287,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8061,8062,B,Caminhao,4,4,104,5,baixa,F,7,5590,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8062,8063,C,Caminhao,4,3,201,4,media,F,3,4797,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8063,8064,F,Caminhao,3,2,235,2,media,F,10,4172,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8064,8065,D,Caminhao,4,4,271,6,alta,M,3,5204,0,Atraso Crítico,Atraso Crítico na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8065,8066,F,Caminhao,2,3,133,4,baixa,F,5,5989,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8066,8067,A,Caminhao,3,1,256,4,baixa,M,6,4814,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8067,8068,B,Caminhao,3,1,225,2,baixa,F,2,4438,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8068,8069,C,Caminhao,5,3,202,3,baixa,M,4,4134,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8069,8070,F,Caminhao,4,4,214,3,media,F,1,4717,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8070,8071,D,Caminhao,6,3,217,6,media,M,3,4209,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8071,8072,F,Caminhao,4,1,241,2,baixa,M,3,5672,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8072,8073,A,Caminhao,2,3,263,3,baixa,M,10,5997,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8073,8074,B,Caminhao,4,2,273,2,baixa,F,9,4221,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8074,8075,C,Caminhao,4,4,199,3,baixa,F,9,5016,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8075,8076,F,Caminhao,4,1,198,4,media,F,9,5382,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8076,8077,D,Caminhao,2,4,101,6,baixa,F,6,5080,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8077,8078,F,Caminhao,4,4,155,4,baixa,F,10,5483,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8078,8079,A,Aviao,2,1,155,2,baixa,M,2,5661,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8079,8080,B,Aviao,4,3,117,3,media,F,4,4666,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8080,8081,C,Aviao,3,2,262,2,baixa,M,5,5747,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8081,8082,F,Aviao,5,4,142,3,baixa,F,8,5468,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8082,8083,D,Aviao,4,4,115,3,media,M,7,4609,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8083,8084,F,Aviao,4,4,175,3,baixa,F,6,4600,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8084,8085,A,Aviao,2,5,239,2,baixa,F,9,5363,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8085,8086,B,Aviao,4,1,171,2,baixa,M,3,4271,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8086,8087,C,Aviao,4,4,174,3,baixa,M,8,4348,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8087,8088,F,Aviao,4,1,164,3,alta,F,1,5492,0,Atraso Crítico,Atraso Crítico na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8088,8089,D,Aviao,3,2,262,2,media,M,4,5738,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8089,8090,F,Aviao,3,5,262,2,media,F,7,4422,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8090,8091,A,Aviao,3,1,245,3,baixa,F,4,5449,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8091,8092,B,Aviao,3,4,184,3,baixa,F,2,4875,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8092,8093,C,Aviao,5,1,231,2,baixa,M,10,4892,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8093,8094,F,Aviao,5,1,226,4,alta,F,2,5600,0,Atraso Crítico,Atraso Crítico na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8094,8095,D,Aviao,4,1,211,3,media,F,2,5851,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8095,8096,F,Aviao,4,2,266,5,media,M,3,4578,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8096,8097,A,Aviao,4,2,216,3,baixa,M,4,4309,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8097,8098,B,Aviao,4,3,153,3,baixa,M,5,5743,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
8098,8099,C,Aviao,2,2,242,3,alta,M,9,4717,0,Atraso Crítico,Atraso Crítico na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
8099,8100,F,Aviao,5,1,282,5,baixa,M,6,5182,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
